satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,679,0,3,0,3,4,1,3,4,4,0,4,3,4,3,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,2237,0,3,0,3,4,0,1,4,2,4,3,2,4,4,2,0
satisfied,Male,Loyal Customer,7,Personal Travel,Eco,1871,0,3,0,3,5,0,5,5,1,5,3,1,4,5,0,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,1856,0,3,0,3,1,0,1,1,1,1,3,1,4,1,0,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,1865,0,3,0,3,2,0,4,2,5,3,1,5,2,2,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,437,0,3,0,3,3,3,3,4,4,0,4,3,4,3,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1343,0,3,0,3,4,0,4,4,2,3,3,4,4,4,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,374,0,3,0,3,3,3,3,2,2,0,2,1,2,2,0,0
satisfied,Male,Loyal Customer,55,Personal Travel,Eco,1422,0,3,0,3,1,0,1,1,2,4,3,3,3,1,97,96
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1612,0,3,0,3,5,0,5,5,4,2,3,2,4,5,0,0
satisfied,Male,Loyal Customer,59,Personal Travel,Eco,1618,0,3,0,3,3,0,3,3,3,5,2,4,2,3,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Business,1471,0,3,0,3,3,0,3,3,1,2,4,2,4,3,6,2
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1950,0,3,0,3,0,3,3,4,3,4,4,3,2,3,151,214
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,976,0,3,0,3,5,0,5,5,2,2,2,1,2,5,0,0
satisfied,Male,Loyal Customer,69,Personal Travel,Eco,1758,0,3,0,3,5,0,3,5,3,2,3,4,4,5,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1461,0,3,0,3,2,0,2,2,4,5,3,1,4,2,13,7
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1948,0,3,0,3,5,0,5,5,1,3,4,3,2,5,0,0
satisfied,Male,Loyal Customer,54,Personal Travel,Eco,3358,0,3,0,4,2,0,2,2,3,3,3,2,3,2,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1870,0,3,0,4,1,3,3,4,4,0,3,2,4,3,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1858,0,3,0,4,5,4,1,5,5,0,5,5,5,3,64,50
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2887,0,3,0,4,3,0,3,3,1,5,3,2,4,3,31,24
satisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,2623,0,3,0,4,1,0,2,1,2,5,3,1,3,1,0,2
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,979,0,3,0,4,1,3,2,3,3,0,3,2,3,2,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,622,0,3,0,4,3,1,4,1,1,0,1,3,1,3,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,1637,0,3,0,4,4,0,4,4,4,1,3,3,4,4,0,5
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,2465,0,3,0,4,3,3,3,3,2,1,3,4,4,3,0,0
satisfied,Male,Loyal Customer,58,Personal Travel,Eco,1339,0,3,0,4,1,0,1,1,2,1,3,4,3,1,0,0
satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1459,0,3,0,4,4,0,4,4,4,3,2,4,4,4,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,435,0,3,0,4,3,3,3,3,3,0,3,4,3,2,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2073,0,3,0,4,0,2,2,4,2,1,2,2,4,2,140,137
satisfied,Male,Loyal Customer,64,Personal Travel,Eco,2225,0,3,0,4,5,0,5,5,1,3,2,4,2,5,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2015,0,3,0,4,1,0,1,1,3,4,3,4,4,1,0,1
satisfied,Male,Loyal Customer,28,Personal Travel,Eco,1364,0,3,0,4,2,0,4,2,1,1,3,4,3,2,0,
satisfied,Male,Loyal Customer,22,Personal Travel,Eco,1922,0,3,0,4,4,0,4,4,1,2,5,5,1,4,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1118,0,3,0,4,3,0,3,3,4,3,4,3,4,3,0,2
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1157,0,3,0,4,5,0,5,5,4,2,1,2,5,5,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Business,3490,0,3,0,5,3,0,3,3,3,3,1,4,1,3,1,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1750,0,3,0,5,3,0,3,3,5,3,1,1,5,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco Plus,1372,0,3,0,5,2,0,2,2,2,5,3,4,2,2,1,3
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,1661,0,3,0,5,5,0,5,5,2,4,4,2,4,5,0,3
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,2268,0,3,1,2,3,1,2,3,3,1,2,5,1,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Business,984,0,3,1,3,1,1,1,1,1,1,5,5,1,2,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,3648,0,4,0,1,0,4,4,3,5,3,5,4,4,4,0,1
satisfied,Male,Loyal Customer,39,Personal Travel,Eco,3582,0,4,0,1,2,0,2,2,4,2,4,3,5,2,32,18
satisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,3783,0,4,0,1,1,0,1,1,5,2,3,4,4,1,6,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,2201,0,4,0,1,3,5,4,1,1,0,1,5,1,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,3568,0,4,0,1,4,0,4,4,3,5,5,4,4,4,5,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,2177,0,4,0,1,2,5,5,1,1,0,1,5,1,4,0,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco Plus,3108,0,4,0,1,2,0,2,2,1,4,5,3,4,2,12,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1566,0,4,0,1,3,4,4,1,1,0,1,4,1,3,3,3
satisfied,Male,Loyal Customer,18,Personal Travel,Eco,2770,0,4,0,1,3,0,3,3,3,2,5,3,4,3,0,0
satisfied,Male,Loyal Customer,24,Personal Travel,Eco,2762,0,4,0,1,4,0,4,4,4,4,3,5,5,4,8,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2267,0,4,0,1,5,0,5,5,4,3,4,4,4,5,23,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1222,0,4,0,1,5,5,5,4,4,0,4,4,4,4,0,0
satisfied,Male,Loyal Customer,41,Personal Travel,Eco,2395,0,4,0,1,2,0,2,2,4,2,3,5,4,2,24,27
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1104,0,4,0,1,3,4,4,2,2,0,2,5,2,3,0,1
satisfied,Male,Loyal Customer,15,Personal Travel,Eco,2076,0,4,0,1,1,0,1,1,5,5,4,5,5,1,0,16
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1002,0,4,0,1,2,5,5,2,2,0,2,5,2,3,0,1
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2873,0,4,0,1,3,0,3,3,3,2,5,1,5,3,0,0
satisfied,Male,Loyal Customer,19,Personal Travel,Eco,2248,0,4,0,1,2,0,2,2,5,5,4,5,5,2,6,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1903,0,4,0,1,3,0,3,3,5,2,5,5,4,3,0,0
satisfied,Male,Loyal Customer,65,Personal Travel,Eco,2253,0,4,0,1,3,0,3,3,3,2,5,4,5,3,5,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2193,0,4,0,1,2,0,2,2,5,3,5,3,5,2,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2415,0,4,0,1,1,0,1,1,4,4,4,4,5,1,0,0
satisfied,Male,Loyal Customer,52,Personal Travel,Eco,2213,0,4,0,1,5,0,5,5,3,2,5,3,4,5,6,3
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1818,0,4,0,1,1,0,1,1,4,4,5,5,5,1,0,0
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,1766,0,4,0,1,4,4,4,4,5,3,4,4,4,4,0,0
satisfied,Male,Loyal Customer,46,Personal Travel,Business,678,0,4,0,1,5,4,5,3,3,0,3,4,3,4,1,0
satisfied,Male,Loyal Customer,44,Personal Travel,Eco,1456,0,4,0,1,5,0,5,5,4,3,5,4,5,5,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2291,0,4,0,1,3,0,2,3,4,4,4,5,5,3,2,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,1827,0,4,0,1,4,0,4,4,4,2,3,5,4,4,0,0
satisfied,Male,Loyal Customer,27,Personal Travel,Eco,1849,0,4,0,1,5,0,5,5,3,5,4,3,5,5,0,4
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,478,0,4,0,1,5,5,5,3,3,0,3,3,3,5,0,0
satisfied,Male,Loyal Customer,49,Personal Travel,Business,483,0,4,0,1,2,5,5,3,3,0,3,5,3,3,0,0
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,1314,0,4,0,1,2,0,2,2,4,4,4,5,5,2,37,121
satisfied,Male,Loyal Customer,15,Personal Travel,Eco,1934,0,4,0,1,5,0,5,5,3,3,4,5,4,5,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,379,0,4,0,1,5,5,5,5,5,0,4,5,5,4,0,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,1303,0,4,0,1,5,0,5,5,4,2,4,3,2,5,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco Plus,1254,0,4,0,1,1,0,1,1,3,4,4,3,5,1,4,0
satisfied,Male,Loyal Customer,61,Personal Travel,Eco,2145,0,4,0,1,5,0,4,5,4,3,3,5,5,5,7,0
satisfied,Male,Loyal Customer,44,Personal Travel,Eco,1167,0,4,0,1,1,0,5,1,5,3,5,3,5,1,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1721,0,4,0,1,5,0,5,5,3,2,4,4,4,5,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,239,0,4,0,1,4,3,5,1,1,0,1,1,1,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1235,0,4,0,1,1,0,1,1,4,4,5,5,4,1,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,97,0,4,0,1,2,5,5,1,1,0,1,3,1,4,0,0
satisfied,Male,Loyal Customer,35,Personal Travel,Eco,1746,0,4,0,1,4,0,4,4,5,4,5,3,5,4,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1176,0,4,0,1,1,0,1,1,4,3,4,3,4,1,1,2
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,95,0,4,0,1,5,5,4,4,4,0,5,3,4,4,0,1
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2338,0,4,0,2,4,3,5,5,5,0,5,3,5,5,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,1853,0,4,0,2,3,4,1,2,2,0,2,5,2,2,0,0
satisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,2510,0,4,0,2,5,0,5,5,1,2,3,3,5,5,14,8
satisfied,Male,Loyal Customer,61,Personal Travel,Eco,2394,0,4,0,2,4,0,4,4,3,3,4,4,4,4,0,0
satisfied,Male,Loyal Customer,41,Personal Travel,Business,1543,0,4,0,2,3,4,5,5,5,4,1,5,5,3,0,2
satisfied,Male,Loyal Customer,23,Personal Travel,Eco,2675,0,4,0,2,2,0,2,2,4,5,5,3,5,2,6,0
satisfied,Male,Loyal Customer,31,Personal Travel,Eco,2844,0,4,0,2,5,4,5,5,4,5,4,4,5,5,0,0
satisfied,Male,Loyal Customer,41,Personal Travel,Eco Plus,2642,0,4,0,2,5,0,5,5,2,1,4,5,3,5,14,3
satisfied,Male,Loyal Customer,13,Personal Travel,Eco,2510,0,4,0,2,5,0,5,5,3,4,4,3,4,5,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2418,0,4,0,2,4,0,4,4,4,2,5,5,5,4,4,7
satisfied,Male,Loyal Customer,8,Personal Travel,Eco,3001,0,4,0,2,4,0,3,4,3,2,4,5,5,4,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,2492,0,4,0,2,4,0,5,4,5,3,3,4,5,4,2,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2681,0,4,0,2,5,0,5,5,2,1,3,3,2,5,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco,2098,0,4,0,2,2,0,2,2,3,2,5,4,5,2,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1933,0,4,0,2,3,0,1,3,3,2,5,3,5,3,80,75
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1981,0,4,0,2,4,0,1,4,4,2,4,3,5,4,12,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco Plus,1672,0,4,0,2,1,0,1,1,3,5,4,5,5,1,17,17
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2518,0,4,0,2,1,0,1,1,4,5,4,5,4,1,0,4
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,884,0,4,0,2,5,4,5,5,5,0,1,3,5,5,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2051,0,4,0,2,5,0,5,5,3,5,4,4,5,5,0,0
satisfied,Male,Loyal Customer,61,Personal Travel,Eco Plus,1807,0,4,0,2,1,0,1,1,5,2,5,4,4,1,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2214,0,4,0,2,4,0,4,4,3,3,5,5,4,4,0,1
satisfied,Male,Loyal Customer,24,Personal Travel,Eco,1540,0,4,0,2,2,0,2,2,4,5,5,5,2,2,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,715,0,4,0,2,5,5,4,2,2,4,2,3,2,3,24,37
satisfied,Male,Loyal Customer,52,Personal Travel,Eco Plus,2173,0,4,0,2,1,0,1,1,5,4,5,5,4,1,2,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,709,0,4,0,2,5,5,4,2,2,0,3,3,2,3,0,0
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,2321,0,4,0,2,4,4,4,4,4,2,5,5,5,4,0,0
satisfied,Male,Loyal Customer,13,Personal Travel,Eco,2153,0,4,0,2,1,0,1,1,5,3,5,4,4,1,0,0
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,2230,0,4,0,2,2,0,1,2,5,3,4,3,5,2,1,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,579,0,4,0,2,5,4,5,2,2,0,2,4,2,5,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco,1237,0,4,0,2,3,0,3,3,2,2,1,5,5,3,3,10
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,1518,0,4,0,2,2,0,2,2,5,3,4,5,5,2,0,0
satisfied,Male,Loyal Customer,28,Personal Travel,Eco,1170,0,4,0,2,2,0,3,2,3,2,4,3,4,2,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,440,0,4,0,2,3,2,5,4,4,0,4,3,4,4,0,0
satisfied,Male,Loyal Customer,46,Personal Travel,Eco,1972,0,4,0,2,4,0,4,4,3,3,1,4,2,4,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,429,0,4,0,2,5,4,4,4,4,0,4,5,4,3,1,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,431,0,4,0,2,3,5,5,2,2,0,3,3,2,3,18,14
satisfied,Male,Loyal Customer,29,Personal Travel,Eco,1691,0,4,0,2,4,0,4,4,4,2,5,4,5,4,0,0
satisfied,Male,Loyal Customer,40,Personal Travel,Eco,1982,0,4,0,2,2,0,2,2,3,2,5,5,4,2,0,0
satisfied,Male,Loyal Customer,28,Personal Travel,Business,1522,0,4,0,2,5,0,5,5,3,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,339,0,4,0,2,2,5,5,2,2,0,2,5,2,5,0,0
satisfied,Male,Loyal Customer,34,Personal Travel,Eco,1348,0,4,0,2,2,0,2,2,5,3,4,5,5,2,3,3
satisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,1446,0,4,0,2,4,0,4,4,4,5,5,5,4,4,7,3
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1561,0,4,0,2,1,0,1,1,5,2,5,3,4,1,0,0
satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1590,0,4,0,2,3,0,3,3,1,4,5,3,1,3,0,0
satisfied,Male,Loyal Customer,34,Personal Travel,Eco,2074,0,4,0,2,4,0,4,4,1,3,5,3,3,4,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1766,0,4,0,2,3,0,3,3,3,2,4,3,5,3,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,91,0,4,0,2,2,4,4,5,5,0,5,3,5,3,0,0
satisfied,Male,Loyal Customer,32,Personal Travel,Eco Plus,3442,0,4,0,3,0,5,5,1,4,3,5,5,4,5,0,0
satisfied,Male,Loyal Customer,67,Personal Travel,Eco,3254,0,4,0,3,4,1,1,2,1,4,4,1,2,1,32,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,3775,0,4,0,3,2,0,2,2,3,3,4,1,4,2,19,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,3384,0,4,0,3,1,0,1,1,3,5,4,5,4,1,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,3358,0,4,0,3,4,0,3,4,2,3,3,2,3,4,0,5
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,2020,0,4,0,3,5,3,3,4,4,0,4,1,4,2,8,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,3489,0,4,0,3,3,0,4,3,2,1,4,2,3,3,7,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,2975,0,4,0,3,3,0,2,3,4,4,5,2,3,3,8,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,3155,0,4,0,3,1,0,4,1,5,5,3,4,4,1,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1629,0,4,0,3,4,4,5,5,5,0,5,4,5,4,0,3
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1586,0,4,0,3,2,3,4,3,3,0,2,1,3,4,0,0
satisfied,Male,Loyal Customer,23,Personal Travel,Eco,3148,0,4,0,3,4,0,4,4,3,3,4,5,4,4,0,0
satisfied,Male,Loyal Customer,43,Personal Travel,Eco,2785,0,4,0,3,3,0,3,3,3,3,1,3,5,3,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,1464,0,4,0,3,3,5,4,1,1,0,1,4,1,5,11,0
satisfied,Male,Loyal Customer,47,Personal Travel,Business,1469,0,4,0,3,5,5,4,1,1,0,1,4,1,3,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,3160,0,4,0,3,4,0,4,4,5,5,3,4,5,4,17,1
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1221,0,4,0,3,3,4,5,2,2,0,2,4,2,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,1204,0,4,0,3,5,3,3,2,2,0,2,5,2,5,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2516,0,4,0,3,3,0,3,3,2,4,2,1,3,3,0,0
satisfied,Male,Loyal Customer,44,Personal Travel,Eco,2831,0,4,0,3,3,0,3,3,4,3,4,5,5,3,1,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1125,0,4,0,3,2,4,4,1,1,0,1,1,1,4,0,3
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2083,0,4,0,3,1,0,1,1,2,1,4,5,1,1,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1060,0,4,0,3,4,4,4,4,4,0,4,5,4,3,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1934,0,4,0,3,4,0,4,4,4,3,1,2,5,4,4,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1022,0,4,0,3,5,4,5,5,5,0,5,4,5,3,0,6
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1002,0,4,0,3,5,5,4,1,1,0,1,3,1,3,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2461,0,4,0,3,2,0,2,2,4,1,3,5,3,2,0,0
satisfied,Male,Loyal Customer,16,Personal Travel,Eco,2604,0,4,0,3,4,0,4,4,4,2,5,5,4,4,4,14
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,914,0,4,0,3,5,5,4,5,5,0,5,5,5,4,5,0
satisfied,Male,Loyal Customer,39,Personal Travel,Business,884,0,4,0,3,4,3,4,5,5,0,5,1,5,2,6,0
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,2332,0,4,0,3,2,0,2,2,4,5,5,4,5,2,3,0
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,2289,0,4,0,3,5,0,5,5,4,2,4,3,5,5,0,0
satisfied,Male,Loyal Customer,34,Personal Travel,Eco,2122,0,4,0,3,4,0,4,4,4,3,4,5,4,4,0,1
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,2241,0,4,0,3,4,0,4,4,1,2,3,3,4,4,0,0
satisfied,Male,Loyal Customer,43,Personal Travel,Eco,1773,0,4,0,3,2,0,4,2,4,5,3,3,4,2,0,0
satisfied,Male,Loyal Customer,38,Personal Travel,Eco,2315,0,4,0,3,2,0,2,2,3,4,4,4,4,2,0,0
satisfied,Male,Loyal Customer,24,Personal Travel,Eco,1880,0,4,0,3,5,0,5,5,4,5,5,5,2,5,0,2
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2190,0,4,0,3,1,4,1,1,3,2,5,3,5,1,0,1
satisfied,Male,Loyal Customer,21,Personal Travel,Business,1632,0,4,0,3,3,0,4,3,1,2,3,3,4,3,0,5
satisfied,Male,Loyal Customer,52,Personal Travel,Eco,2176,0,4,0,3,4,0,4,4,3,2,4,3,4,4,64,53
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,624,0,4,0,3,4,4,4,1,1,0,3,4,1,5,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1807,0,4,0,3,2,0,2,2,4,2,3,3,4,2,7,59
satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,622,0,4,0,3,5,4,5,2,2,4,3,4,2,3,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1967,0,4,0,3,4,0,4,4,4,4,5,4,4,4,0,0
satisfied,Male,Loyal Customer,9,Personal Travel,Business,1630,0,4,0,3,1,0,1,1,1,5,3,4,4,1,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Business,1461,0,4,0,3,5,0,5,5,5,3,5,5,5,5,10,0
satisfied,Female,Loyal Customer,34,Personal Travel,Business,523,0,4,0,3,4,4,5,2,2,0,2,5,2,4,89,76
satisfied,Female,Loyal Customer,12,Personal Travel,Business,1813,0,4,0,3,1,0,1,1,2,5,4,3,3,1,14,44
satisfied,Male,Loyal Customer,35,Personal Travel,Eco,2238,0,4,0,3,2,0,2,2,5,4,4,4,5,2,2,3
satisfied,Female,Loyal Customer,41,Personal Travel,Eco Plus,466,0,4,0,3,4,5,5,4,4,0,4,4,4,4,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1764,0,4,0,3,4,0,4,4,2,4,4,2,4,4,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Business,1493,0,4,0,3,2,0,2,2,3,1,3,5,5,2,2,18
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1474,0,4,0,3,3,0,3,3,4,2,5,3,5,3,0,0
satisfied,Male,Loyal Customer,54,Personal Travel,Eco,1215,0,4,0,3,5,0,4,5,3,3,5,5,1,5,10,0
satisfied,Male,Loyal Customer,54,Personal Travel,Eco,1844,0,4,0,3,2,0,2,2,3,5,4,4,4,2,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1597,0,4,0,3,1,0,1,1,4,3,5,3,5,1,1,0
satisfied,Male,Loyal Customer,24,Personal Travel,Eco,1789,0,4,0,3,1,0,1,1,4,3,5,3,4,1,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco Plus,1927,0,4,0,3,3,0,3,3,4,5,5,5,4,3,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1104,0,4,0,3,1,0,1,1,4,4,4,3,4,1,0,0
satisfied,Male,Loyal Customer,44,Personal Travel,Eco,1063,0,4,0,3,4,0,4,4,4,5,4,5,5,4,0,0
satisfied,Male,Loyal Customer,15,Personal Travel,Eco,1621,0,4,0,3,2,0,4,2,1,4,1,2,2,2,5,0
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,1795,0,4,0,3,5,0,5,5,5,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco Plus,1869,0,4,0,3,4,0,4,4,5,5,5,5,4,4,0,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,1398,0,4,0,3,4,0,1,4,1,3,4,2,3,4,6,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco Plus,1957,0,4,0,3,4,0,4,4,5,4,5,5,4,4,0,0
satisfied,Male,Loyal Customer,40,Personal Travel,Eco,1139,0,4,0,3,5,0,5,5,4,4,5,3,5,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1984,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,340,0,4,0,3,4,4,4,1,1,0,1,3,1,3,3,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1434,0,4,0,3,2,0,2,2,2,4,1,3,3,2,11,3
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2232,0,4,0,3,5,0,5,5,4,2,4,5,4,5,127,131
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1507,0,4,0,3,4,0,4,4,2,1,2,3,3,4,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1397,0,4,0,3,2,0,2,2,3,4,5,4,4,2,0,0
satisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1213,0,4,0,3,3,0,3,3,3,2,4,3,4,3,0,0
satisfied,Male,Loyal Customer,45,Personal Travel,Eco,1588,0,4,0,3,4,0,4,4,4,3,4,4,5,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,286,0,4,0,3,5,4,4,2,2,0,2,3,2,1,1,7
satisfied,Male,Loyal Customer,9,Personal Travel,Eco Plus,1890,0,4,0,3,1,0,1,1,5,3,2,2,5,1,0,0
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,1780,0,4,0,3,5,0,5,5,5,5,2,3,5,5,6,18
satisfied,Male,Loyal Customer,19,Personal Travel,Eco,1843,0,4,0,3,2,0,2,2,3,1,4,2,3,2,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1444,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0
